Time,Time Elaps,Type,Packet Number,Size
322849646,2976,PacketSent,32,60,788,25.24,NOT_RETRANSMISSION,"[['STREAM', 'send', 3, 'length: 34', 'offset: 132', [322849645, 11179, 'QUIC_CHROMIUM_CLIENT_STREAM_SEND_REQUEST_HEADERS', 9, 'QUIC_SESSION', '{""params"": {""headers"": ["":method: GET"", "":authority: info.snomile.ink"", "":scheme: https"", "":path: /server.log"", ""user-agent: com.startimes.cronet_localsample/1 (Linux; U; Android 6.0.1; zh_CN; SM-N9100; Build/MMB29M; Cronet/80.0.3956.0)"", ""accept-encoding: gzip, deflate""], ""quic_priority"": 1, ""quic_stream_id"": 7}, ""phase"": 0}']]]"
322850369,3699,PacketReceived,52,204,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 3, 'length: 185', 'offset: 185']]"
322850386,3716,PacketReceived,53,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1235', 'offset: 0']]"
322850388,3718,PacketSent,33,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 53', 'missing_packets: []', 'delta_time_largest_observed_us: 1086', 'received_packet_times: []']]"
322850389,3719,PacketReceived,54,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 1235']]"
322850396,3726,PacketReceived,55,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 2468']]"
322850396,3726,PacketSent,34,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 55', 'missing_packets: []', 'delta_time_largest_observed_us: 440', 'received_packet_times: []']]"
322850397,3727,PacketReceived,56,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 3701']]"
322850397,3727,PacketReceived,57,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 4934']]"
322850398,3728,PacketSent,35,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 57', 'missing_packets: []', 'delta_time_largest_observed_us: 326', 'received_packet_times: []']]"
