Time,Time Elaps,Type,Packet Number,Size
87731296,1580,PacketReceived,19,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 32', 'missing_packets: []', 'delta_time_largest_observed_us: 0', 'received_packet_times: []']]"
87731296,1580,PacketSent,71,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1324', 'offset: 10594']]"
87731297,1581,PacketSent,72,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 11918']]"
87731297,1581,PacketSent,73,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 13241']]"
87731297,1581,PacketSent,74,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 14564']]"
87731299,1583,PacketReceived,20,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 34', 'missing_packets: []', 'delta_time_largest_observed_us: 0', 'received_packet_times: []']]"
87731299,1583,PacketSent,75,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 15887']]"
87731300,1584,PacketSent,76,1350,84,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 17210']]"
87731300,1584,PacketSent,77,1350,84,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 18533']]"
87731300,1584,PacketSent,78,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 13, 'length: 1323', 'offset: 19856']]"
87731301,1585,PacketSent,79,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1325', 'offset: 0']]"
87731301,1585,PacketSent,80,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 1325']]"
87731302,1586,PacketSent,81,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 2648']]"
87731302,1586,PacketSent,82,1350,89,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 3971']]"
87731302,1586,PacketReceived,21,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 36', 'missing_packets: []', 'delta_time_largest_observed_us: 0', 'received_packet_times: []']]"
87731305,1589,PacketSent,83,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 5294']]"
87731305,1589,PacketSent,84,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 6617']]"
87731305,1589,PacketSent,85,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 7940']]"
87731305,1589,PacketSent,86,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 9263']]"
87731306,1590,PacketReceived,22,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 38', 'missing_packets: []', 'delta_time_largest_observed_us: 50', 'received_packet_times: []']]"
