Time Elaps,Packet Number,ACK delay,Frame type,Direction,Stream_id
238,39,N/A,STREAM,receive,5,length: 1233,offset: 35234
242,40,N/A,STREAM,receive,5,length: 1233,offset: 36467
242,24,0,ACK,send,N/A,largest_observed: 40,missing_packets: [],delta_time_largest_observed_us: 621,received_packet_times: []
243,41,N/A,STREAM,receive,5,length: 926,offset: 37700
246,42,N/A,STREAM,receive,5,length: 0,offset: 38626
246,25,0,ACK,send,N/A,largest_observed: 42,missing_packets: [],delta_time_largest_observed_us: 500,received_packet_times: []
247,43,N/A,STREAM,receive,5,length: 1230,offset: 6158
249,44,N/A,STREAM,receive,5,length: 3,offset: 7388
251,26,0,ACK,send,N/A,largest_observed: 44,missing_packets: [],delta_time_largest_observed_us: 474,received_packet_times: []
252,45,N/A,STREAM,receive,5,length: 1230,offset: 7391
253,46,N/A,STREAM,receive,5,length: 3,offset: 8621
254,27,0,ACK,send,N/A,largest_observed: 46,missing_packets: [],delta_time_largest_observed_us: 240,received_packet_times: []
