Time,Time Elaps,Type,Packet Number,Size
319521823,1,PacketSent,1,1350,186,NOT_RETRANSMISSION,"[['STREAM', 'send', 1, 'length: 1024', 'offset: 0']]"
319521974,152,PacketSent,2,1350,36,HANDSHAKE_RETRANSMISSION,"[['STREAM', 'send', 1, 'length: 1024', 'offset: 0']]"
319522007,185,PacketReceived,1,270,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['STREAM', 'receive', 1, 'length: 245', 'offset: 0']]"
319522009,187,PacketSent,3,1350,31,NOT_RETRANSMISSION,"[['STREAM', 'send', 1, 'length: 1024', 'offset: 1024']]"
319522009,187,PacketReceived,2,29,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 1', 'missing_packets: []', 'delta_time_largest_observed_us: 2473', 'received_packet_times: []']]"
319522010,188,PacketReceived,3,29,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 2', 'missing_packets: []', 'delta_time_largest_observed_us: 95', 'received_packet_times: []']]"
319522023,201,PacketReceived,4,1200,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['STREAM', 'receive', 1, 'length: 1173', 'offset: 245']]"
319522023,201,PacketSent,4,28,792,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 4', 'missing_packets: []', 'delta_time_largest_observed_us: 392', 'received_packet_times: []']]"
319522024,202,PacketReceived,5,1200,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['STREAM', 'receive', 1, 'length: 1173', 'offset: 1418']]"
319522024,202,PacketReceived,6,72,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['STREAM', 'receive', 1, 'length: 45', 'offset: 2591']]"
319522027,205,PacketSent,5,28,788,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 6', 'missing_packets: []', 'delta_time_largest_observed_us: 2351', 'received_packet_times: []']]"
319522040,218,PacketReceived,7,29,10.0.228.164:443,172.19.19.121:44893,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 3', 'missing_packets: []', 'delta_time_largest_observed_us: 25256', 'received_packet_times: []']]"
319522103,281,PacketSent,6,1350,712,NOT_RETRANSMISSION,"[['STREAM', 'send', 1, 'length: 1024', 'offset: 2048']]"
